generation,best_fitness,mean_fitness,neuron_count,synapse_count
0,-72.232836,-78.159489,5,6
1,-72.232836,-76.906913,5,6
2,-72.232836,-75.568707,5,6
3,-72.232836,-73.33167,5,6
4,-72.232836,-72.999982,5,6
5,-72.232836,-72.688723,5,6
6,-72.232836,-72.598585,5,6
7,-72.232836,-73.23606,5,6
8,-72.232836,-73.08454,5,6
9,-72.232836,-72.26543,5,6
10,-72.232836,-72.499701,5,6
11,-72.232836,-72.708132,5,6
12,-72.232836,-72.275272,5,6
13,-72.232836,-72.252843,5,6
14,-72.232836,-72.977549,5,6
15,-72.232836,-72.568152,5,6
16,-72.232836,-72.505416,5,6
17,-72.232836,-72.319861,5,6
18,-72.232836,-72.745942,5,6
19,-72.232836,-72.249647,5,6
20,-72.232836,-72.487276,5,6
21,-72.232836,-72.232836,5,6
22,-72.198242,-72.418322,5,6
23,-72.198242,-72.794152,5,6
24,-72.089811,-72.852821,5,6
25,-72.089811,-72.404984,5,6
26,-72.089811,-72.822849,5,6
27,-72.089811,-72.840486,5,6
28,-69.426024,-72.311805,5,6
29,-69.426024,-72.3833,5,6
30,-69.426024,-72.299162,5,6
31,-69.426024,-72.162665,5,6
32,-69.426024,-73.213644,5,6
33,-69.426024,-72.57474,5,6
34,-69.426024,-72.300938,5,6
35,-69.426024,-73.070451,5,6
36,-69.426024,-72.766213,5,6
37,-64.827589,-72.678506,7,8
38,-64.827589,-72.45314,7,8
39,-64.827589,-72.756027,7,8
40,-64.827589,-72.41346,7,8
41,-64.827589,-72.258664,7,8
42,-64.827589,-72.047704,7,8
43,-64.827589,-71.987233,7,8
44,-64.827589,-72.445644,7,8
45,-64.827589,-72.780424,7,8
46,-64.827589,-72.596329,7,8
47,-3.069788,-70.501503,7,8
48,-3.069788,-71.13621,7,8
49,-3.069788,-70.608807,7,8
50,-3.069788,-70.87241,7,8
51,-3.069788,-69.864195,7,8
52,-3.069788,-70.728981,7,8
53,-3.069788,-70.822665,7,8
54,-3.069788,-70.214174,7,8
55,144,-60.548449,7,8
56,144,-61.905219,7,8
57,144,-66.911199,7,8
58,144,-67.865872,7,8
59,324,-57.882416,7,8
