generation,best_fitness,mean_fitness,neuron_count,synapse_count
1,-2.615438,0,9,18
2,-1.977117,0,9,18
3,-1.977117,0,9,18
4,-1.968657,0,9,18
5,-1.432876,0,9,18
6,-1.432876,0,9,18
7,-0.984882,0,9,18
8,-0.853453,0,9,18
9,-0.713626,0,9,18
10,-0.034715,0,9,18
11,-0.020826,0,9,18
12,0.047845,0,9,18
13,0.292399,0,9,18
14,0.338871,0,9,18
15,0.352428,0,9,18
16,0.428888,0,9,18
17,0.516636,0,9,18
18,0.530604,0,9,18
19,0.5412,0,9,18
20,0.548963,0,9,18
21,0.548963,0,9,18
22,0.548963,0,9,18
23,0.548963,0,9,18
24,0.548985,0,9,18
25,0.549109,0,9,18
26,0.549627,0,9,18
27,0.551612,0,9,18
28,0.663863,0,9,18
29,0.679561,0,9,18
30,0.683373,0,9,18
31,0.690654,0,9,18
32,0.695322,0,9,18
33,0.696277,0,9,18
34,0.696715,0,9,18
35,0.699724,0,9,18
36,0.700679,0,9,18
37,0.700931,0,9,18
38,0.700931,0,9,18
39,0.701435,0,9,18
40,0.703473,0,9,18
41,0.703907,0,9,18
42,0.704287,0,9,18
43,0.704472,0,9,18
44,0.704911,0,9,18
45,0.706446,0,9,18
46,0.709174,0,9,18
47,0.720083,0,9,18
48,0.726997,0,9,18
49,0.726997,0,9,18
50,0.727527,0,9,18
51,0.729126,0,9,18
52,0.732764,0,9,18
53,0.733491,0,9,18
54,0.733583,0,9,18
55,0.734809,0,9,18
56,0.736975,0,9,18
57,0.738462,0,10,23
58,0.738463,0,10,23
59,0.739174,0,10,23
60,0.740334,0,10,23
61,0.743524,0,10,23
62,0.754856,0,10,23
63,0.766452,0,10,23
64,0.766452,0,10,23
65,0.767627,0,10,23
66,0.769341,0,10,23
67,0.772671,0,10,23
68,0.776111,0,10,23
69,0.778622,0,10,23
70,0.781725,0,10,23
71,0.783159,0,10,23
72,0.783159,0,10,23
73,0.784862,0,10,23
74,0.784862,0,10,23
75,0.785506,0,10,23
76,0.786531,0,10,23
77,0.786531,0,10,23
78,0.78674,0,10,23
79,0.78704,0,10,23
80,0.787435,0,10,23
81,0.788447,0,10,23
82,0.790133,0,10,23
83,0.792234,0,10,23
84,0.799175,0,10,23
85,0.803804,0,12,28
86,0.803804,0,12,28
87,0.803816,0,12,28
88,0.803853,0,12,28
89,0.804601,0,12,28
90,0.806576,0,12,28
91,0.808478,0,12,28
92,0.811748,0,12,28
93,0.811891,0,12,28
94,0.811891,0,12,28
95,0.811913,0,12,28
96,0.812078,0,12,28
97,0.814167,0,12,28
98,0.814213,0,12,28
99,0.81433,0,12,28
100,0.814459,0,12,28
101,0.814459,0,12,28
102,0.81446,0,12,28
103,0.815025,0,12,28
104,0.815898,0,12,28
105,0.815996,0,12,28
106,0.815996,0,12,28
107,0.815996,0,12,28
108,0.815999,0,12,28
109,0.816375,0,12,28
110,0.816375,0,12,28
111,0.816375,0,12,28
112,0.81656,0,12,28
113,0.816692,0,12,30
114,0.816692,0,12,30
115,0.816731,0,12,30
116,0.81676,0,12,30
117,0.816854,0,12,30
118,0.81888,0,12,30
119,0.81888,0,12,30
