generation,best_fitness,mean_fitness,neuron_count,synapse_count
1,0.868126,0,3,2
2,0.915414,0,3,2
3,0.920169,0,3,2
4,0.955202,0,3,2
5,0.955821,0,3,2
6,0.955821,0,3,2
7,0.955948,0,3,2
8,0.956157,0,3,2
9,0.956493,0,3,2
10,0.95699,0,3,2
11,0.957772,0,3,2
12,0.95853,0,3,2
13,0.958917,0,3,2
14,0.95958,0,3,2
15,0.96064,0,3,2
16,0.96064,0,3,2
17,0.96066,0,3,2
18,0.960687,0,3,2
19,0.960727,0,3,2
20,0.960759,0,3,2
21,0.960827,0,3,2
22,0.96087,0,3,2
23,0.960928,0,3,2
24,0.960999,0,3,2
25,0.961117,0,3,2
26,0.961252,0,3,2
27,0.961323,0,3,2
28,0.961323,0,3,2
29,0.961323,0,3,2
30,0.961323,0,3,2
31,0.961344,0,3,2
32,0.961383,0,3,2
33,0.961439,0,3,2
34,0.961532,0,3,2
35,0.961632,0,3,2
36,0.961728,0,3,2
37,0.961739,0,3,2
38,0.961757,0,3,2
39,0.961788,0,3,2
40,0.961831,0,3,2
41,0.961861,0,3,2
42,0.961861,0,3,2
43,0.961864,0,3,2
44,0.961864,0,3,2
45,0.961867,0,3,2
46,0.961876,0,3,2
47,0.96188,0,3,2
48,0.961883,0,3,2
49,0.961887,0,3,2
50,0.961904,0,3,2
51,0.961935,0,3,2
52,0.96197,0,3,2
53,0.961974,0,3,2
54,0.961977,0,3,2
55,0.961977,0,3,2
56,0.961981,0,3,2
57,0.962333,0,3,2
58,0.962333,0,3,2
59,0.962388,0,3,2
60,0.962542,0,3,2
61,0.962761,0,3,2
62,0.963206,0,3,2
63,0.963977,0,3,2
64,0.965012,0,3,2
65,0.966149,0,3,2
66,0.966601,0,3,2
67,0.966608,0,3,2
68,0.967258,0,3,2
69,0.967713,0,3,2
70,0.968171,0,3,2
71,0.968359,0,3,2
72,0.96836,0,3,2
73,0.968409,0,3,2
74,0.968488,0,3,2
75,0.969685,0,3,2
76,0.97205,0,3,2
77,0.974714,0,3,2
78,0.974714,0,3,2
79,0.974914,0,3,2
80,0.975305,0,3,2
81,0.975895,0,3,2
82,0.976893,0,3,2
83,0.97812,0,3,2
84,0.979721,0,3,2
85,0.984465,0,6,11
86,0.984478,0,6,11
87,0.987545,0,6,11
88,0.989647,0,6,11
89,0.989891,0,6,11
90,0.992048,0,6,11
91,0.99214,0,6,11
92,0.993111,0,6,11
93,0.993111,0,6,11
94,0.993441,0,6,11
95,0.993441,0,6,11
96,0.993447,0,6,11
97,0.993454,0,6,11
98,0.993466,0,6,11
99,0.993508,0,6,11
100,0.993567,0,6,11
101,0.993587,0,6,11
102,0.993587,0,6,11
103,0.993594,0,6,11
104,0.993594,0,6,11
105,0.9936,0,6,11
106,0.993655,0,6,11
107,0.993721,0,6,11
108,0.993828,0,6,11
109,0.993866,0,6,11
110,0.994146,0,6,11
111,0.994146,0,6,11
112,0.994279,0,6,11
113,0.994528,0,6,10
114,0.995286,0,6,10
115,0.995333,0,6,10
116,0.995346,0,6,10
117,0.995346,0,6,10
