generation,best_fitness,mean_fitness,neuron_count,synapse_count
1,0.567403,0,5,4
2,0.803252,0,5,4
3,0.93518,0,5,4
4,0.93518,0,5,4
5,0.937182,0,5,4
6,0.940549,0,5,4
7,0.943299,0,5,4
8,0.948991,0,5,4
9,0.948991,0,5,4
10,0.949099,0,5,4
11,0.949159,0,5,4
12,0.949577,0,5,4
13,0.949641,0,5,4
14,0.950366,0,5,4
15,0.950454,0,5,4
16,0.950858,0,5,4
17,0.951256,0,5,4
18,0.953515,0,5,4
19,0.956059,0,5,4
20,0.959304,0,5,4
21,0.966206,0,5,4
22,0.981801,0,5,4
23,0.981801,0,5,4
24,0.981965,0,5,4
25,0.982184,0,5,4
26,0.982772,0,5,4
27,0.983747,0,5,4
28,0.985792,0,5,4
29,0.990415,0,5,4
30,0.991052,0,5,4
31,0.991551,0,5,4
32,0.991747,0,5,4
33,0.993338,0,5,4
34,0.993338,0,5,4
35,0.993338,0,5,4
36,0.993385,0,5,4
37,0.998804,0,5,4
38,0.998804,0,5,4
39,0.998816,0,5,4
40,0.998831,0,5,4
41,0.998852,0,5,4
42,0.9989,0,5,4
43,0.999003,0,5,4
44,0.999213,0,5,4
45,0.999393,0,5,4
46,0.999486,0,5,4
47,0.999545,0,5,4
48,0.999545,0,5,4
49,0.999546,0,5,4
50,0.999547,0,5,4
51,0.99955,0,5,4
52,0.999558,0,5,4
53,0.999579,0,5,4
54,0.999635,0,5,4
55,0.999706,0,5,4
56,0.999735,0,5,4
57,0.999735,0,5,4
58,0.999735,0,5,4
59,0.999735,0,5,4
60,0.999735,0,5,4
61,0.999736,0,5,4
62,0.999737,0,5,4
63,0.999738,0,5,4
64,0.99974,0,5,4
65,0.99974,0,5,4
66,0.99974,0,5,4
67,0.99974,0,5,4
68,0.99974,0,5,4
69,0.99974,0,5,4
70,0.99974,0,5,4
71,0.99974,0,5,4
72,0.999741,0,5,4
73,0.999741,0,5,4
74,0.999741,0,5,4
75,0.999742,0,5,4
76,0.999742,0,5,4
77,0.999742,0,5,4
78,0.999742,0,5,4
79,0.999742,0,5,4
80,0.999742,0,5,4
81,0.999742,0,5,4
82,0.999742,0,5,4
83,0.999742,0,5,4
84,0.999742,0,5,4
85,0.999742,0,5,4
86,0.999742,0,5,4
87,0.999742,0,5,4
88,0.999742,0,5,4
89,0.999742,0,5,4
90,0.999742,0,5,4
91,0.999742,0,5,4
92,0.999742,0,5,4
93,0.999743,0,5,4
94,0.999743,0,5,4
95,0.999743,0,5,4
96,0.999743,0,5,4
97,0.999743,0,5,4
98,0.999743,0,5,4
99,0.999743,0,5,4
100,0.999743,0,5,4
101,0.999743,0,5,4
102,0.999743,0,5,4
103,0.999743,0,5,4
104,0.999743,0,5,4
105,0.999743,0,5,4
106,0.999743,0,5,4
107,0.999743,0,5,4
108,0.999743,0,5,4
109,0.999743,0,5,4
