generation,best_fitness,mean_fitness,neuron_count,synapse_count
1,0.733272,0,3,2
2,0.733272,0,3,2
3,0.868618,0,3,2
4,0.868618,0,3,2
5,0.869382,0,3,2
6,0.86965,0,3,2
7,0.870114,0,3,2
8,0.875234,0,3,2
9,0.88264,0,3,2
10,0.884156,0,3,2
11,0.884156,0,3,2
12,0.884993,0,3,2
13,0.886376,0,3,2
14,0.923625,0,3,2
15,0.925701,0,3,2
16,0.955035,0,3,2
17,0.963667,0,3,2
18,0.963667,0,3,2
19,0.970271,0,3,2
20,0.983241,0,3,2
21,0.983617,0,3,2
22,0.983639,0,3,2
23,0.983685,0,3,2
24,0.984027,0,3,2
25,0.985177,0,3,2
26,0.985731,0,3,2
27,0.985859,0,3,2
28,0.98603,0,3,2
29,0.986147,0,4,4
30,0.986147,0,4,4
31,0.986152,0,4,4
32,0.986157,0,4,4
33,0.986172,0,4,4
34,0.986209,0,4,4
35,0.986269,0,4,4
36,0.986423,0,4,4
37,0.986545,0,4,4
38,0.986568,0,4,4
39,0.986575,0,4,4
40,0.986575,0,4,4
41,0.986592,0,4,4
42,0.986615,0,4,4
43,0.986651,0,4,4
44,0.98671,0,4,4
45,0.986882,0,4,4
46,0.987118,0,4,4
47,0.987441,0,4,4
48,0.987877,0,4,4
49,0.987877,0,4,4
50,0.987879,0,4,4
51,0.987881,0,4,4
52,0.987885,0,4,4
53,0.987894,0,4,4
54,0.987905,0,4,4
55,0.987905,0,4,4
56,0.987906,0,4,4
57,0.987906,0,4,4
58,0.987906,0,4,4
59,0.987906,0,4,4
60,0.987906,0,4,4
61,0.987907,0,4,4
62,0.987909,0,4,4
63,0.987912,0,4,4
64,0.987922,0,4,4
65,0.987944,0,4,4
66,0.987998,0,4,4
67,0.988065,0,4,4
68,0.988105,0,4,4
69,0.988105,0,4,4
70,0.988105,0,4,4
71,0.988105,0,4,4
72,0.988106,0,4,4
73,0.988107,0,4,4
74,0.988108,0,4,4
75,0.988109,0,4,4
76,0.98811,0,4,4
77,0.988112,0,4,4
78,0.988116,0,4,4
79,0.988116,0,4,4
80,0.988116,0,4,4
81,0.988116,0,4,4
82,0.988116,0,4,4
83,0.988116,0,4,4
84,0.988117,0,4,4
85,0.988117,0,4,4
86,0.988117,0,4,4
87,0.988118,0,4,4
88,0.988118,0,4,4
89,0.988118,0,4,4
90,0.988119,0,4,4
91,0.988119,0,4,4
92,0.988119,0,4,4
93,0.988119,0,4,4
94,0.988119,0,4,4
95,0.988119,0,4,4
96,0.988119,0,4,4
97,0.988119,0,4,4
98,0.988119,0,4,4
99,0.988119,0,4,4
100,0.988119,0,4,4
101,0.988119,0,4,4
102,0.988119,0,4,4
103,0.988119,0,4,4
104,0.988119,0,4,4
105,0.988119,0,4,4
106,0.988119,0,4,4
107,0.988119,0,4,4
108,0.988119,0,4,4
109,0.988119,0,4,4
110,0.988119,0,4,4
111,0.98812,0,4,4
112,0.98812,0,4,4
113,0.988124,0,4,4
114,0.988124,0,4,4
115,0.988124,0,4,4
116,0.988124,0,4,4
117,0.988124,0,4,4
118,0.988124,0,4,4
119,0.988124,0,4,4
120,0.988124,0,4,4
121,0.988124,0,4,4
